,parkmeter_id,user_type,payment_method,amount,duration_hours,parking_start,parking_end,parkmeter_address,arrondissement,system,residential_area,hourly_rate,parkmeter_coordinates
13971423,16230101,Résident,Paris Carte,2.45,37.69,2014-10-02 10:25:07,2014-02-14 20:00:00,7 RUE CAVE,18,MIX,18H,2.4,"48.8867279999, 2.35620000041"
21243505,9540201,Rotatif,Paris Carte,0.9,0.75,2014-10-22 13:26:36,2014-10-22 14:11:00,5 RUE DE LA BIDASSOA,20,MIX,20F,2.4,"48.8654424697, 2.39471947949"
2742642,63580103,Résident,Paris Carte,0.65,10.0,2014-04-09 16:11:05,2014-05-09 16:11:05,1 RUE DE MILAN,9,MIX,9E,4.0,"48.8789070002, 2.32918599962"
14089657,82250102,Résident,Paris Carte,3.25,50.0,2014-12-02 22:16:11,2014-02-19 20:00:00,10 bis RUE DE RIDDER,14,MIX,14K,2.4,"48.8314889997, 2.31152100048"
6685313,64770301,Rotatif,Paris Carte,1.5,1.25,2014-07-04 17:44:34,2014-07-04 18:59:34,25 RUE DE MONTEMPOIVRE,12,MIX,12P,2.4,"48.840327, 2.4073959997"
10154423,88470204,Résident,Paris Carte,0.65,10.0,2014-03-25 11:41:51,2014-03-26 11:41:51,30 RUE DE SAUSSURE,17,MIX,17R,2.4,"48.8846379997, 2.31586100016"
7248018,43130304,Rotatif,CB,2.4,2.0,2014-08-04 10:44:03,2014-08-04 13:00:00,0 QUAI DE GRENELLE,15,MIX,15M,2.4,"48.851455, 2.28492900035"
14682982,74570102,Rotatif,CB,4.8,2.0,2014-12-26 10:31:06,2014-12-26 12:31:06,4 bis RUE DE LA PIERRE LEVEE,11,MIX,11E,4.0,"48.8666659997, 2.37099199978"
10281588,17650204,Rotatif,Paris Carte,0.9,0.75,2014-03-19 12:02:23,2014-03-19 12:47:23,10 RUE EUGENE MILLON,15,MIX,15V,2.4,"48.8381219699, 2.29352966059"
21993539,2790204,Rotatif,Paris Carte,0.6,0.25,2014-10-16 17:40:27,2014-10-16 17:55:27,37 vis-à-vis BOULEVARD DE L AMIRAL BRUIX,16,MIX,16E,2.4,"48.8756180002, 2.28012599941"
240956,30050302,Rotatif,CB,4.8,2.0,2014-05-09 17:00:49,2014-05-09 19:00:49,16 PLACE DUPLEIX,15,MIX,15E,2.4,"48.8513799996, 2.29531399983"
17459839,62860106,Rotatif,Paris Carte,2.7,0.75,2014-08-12 10:12:11,2014-08-12 11:45:00,24 RUE MESLAY,3,MIX,3E,4.0,"48.8677710003, 2.3599430001"
13783144,56010102,Rotatif,CB,0.9,0.75,2014-02-26 13:20:06,2014-02-26 14:05:06,10 RUE LERICHE,15,MIX,15T,2.4,"48.8354129999, 2.29455999951"
7272154,76120404,Rotatif,Paris Carte,0.9,0.25,2014-05-05 14:47:36,2014-05-05 15:02:36,36 RUE DE PONTHIEU,8,ROT,8H,4.0,"48.8711799996, 2.30827300063"
17949184,98500402,Rotatif,Paris Carte,1.2,1.0,2014-02-12 18:33:23,2014-02-12 19:33:23,66 terre-plein vis-à-vis COURS DE VINCENNES,12,ROT,12R,2.4,"48.8473600001, 2.40473499936"
540189,66080301,Rotatif,Paris Carte,2.2,1.83,2014-09-09 09:16:00,2014-09-09 12:50:00,10 vis-à-vis RUE MOUNET SULLY,20,MIX,20H,2.4,"48.8493130002, 2.40504200032"
9775223,45101202,Résident,Paris Carte,3.25,50.0,2014-04-14 00:06:50,2014-04-18 21:00:00,140 RUE HAXO,19,MIX,19N,2.4,"48.8779290002, 2.40184199993"
16389414,65550601,Rotatif,Paris Carte,2.4,2.0,2014-01-15 10:53:02,2014-01-15 12:53:02,57 RUE DES MORILLONS,15,MIX,15S,2.4,"48.8325749999, 2.30143200037"
12159290,52020301,Rotatif,Paris Carte,1.8,0.5,2014-03-19 18:23:06,2014-03-19 18:53:06,27 AVENUE DE LA BOURDONNAIS,7,MIX,7E,4.0,"48.858889, 2.29845100034"
22556798,27070208,Rotatif,CB,4.8,2.0,2014-10-17 13:52:51,2014-10-17 15:52:51,10 terre-plein RUE DU DEPART,15,ROT,15H,2.4,"48.8428040002, 2.32368199963"
1499816,4380102,Rotatif,Paris Carte,0.3,0.25,2014-02-09 11:38:04,2014-02-09 11:53:04,8 RUE DE L ARGONNE,19,MIX,19F,2.4,"48.8926686102, 2.3849446106"
1342753,63240206,Résident,Paris Carte,2.7,41.54,2014-07-17 13:13:05,2014-07-24 13:13:05,58 RUE MICHEL ANGE,16,MIX,16Y,2.4,"48.8437169998, 2.26048100017"
8598101,69980102,Rotatif,Paris Carte,3.6,1.0,2014-06-18 15:34:33,2014-06-18 16:34:33,6 RUE DE LA PAIX,2,ROT,2E,4.0,"48.8686159998, 2.33071299962"
562217,7130302,Rotatif,CB,4.8,2.0,2014-07-22 11:24:17,2014-07-22 13:24:17,30 bis BOULEVARD DE LA BASTILLE,12,MIX,12E,2.4,"48.8496389999, 2.36855699979"
8702894,17900305,Rotatif,CB,2.1,1.75,2014-04-23 09:17:19,2014-04-23 12:45:00,31 RUE CHARDON LAGACHE,16,MIX,16V,2.4,"48.8437269996, 2.26557900055"
2380616,6360101,Résident,CB,3.25,50.0,2014-07-21 02:49:46,2014-07-25 21:00:00,9 RUE BAILLY,3,MIX,3E,4.0,"48.8650559999, 2.35623300033"
6880618,51300101,Résident,Paris Carte,0.65,10.0,2014-04-30 01:54:36,2014-04-30 21:00:00,3 RUE JUSSIEU,5,MIX,5G,4.0,"48.8450040004, 2.35661999983"
8325462,15950102,Résident,Paris Carte,0.65,10.0,2014-04-04 08:50:51,2014-04-04 21:00:00,6 RUE CASTAGNARY,15,MIX,15J,2.4,"48.8357059997, 2.30990800019"
19371849,20100201,Rotatif,CB,1.5,1.25,2014-11-25 09:03:00,2014-11-25 11:15:00,4 square vis-à-vis RUE DE LA CHINE,20,ROT,20R,2.4,"48.8651340003, 2.4009149996"
17134693,6390604,Rotatif,CB,0.9,0.75,2014-03-01 14:50:11,2014-03-01 15:35:11,52 RUE BALARD,15,MIX,15N,2.4,"48.8412100001, 2.27770200031"
3760394,34300102,Rotatif,CB,2.4,2.0,2014-09-09 16:17:01,2014-09-09 18:17:01,2 RUE EUGENE OUDINE,13,MIX,13P,2.4,"48.8261260004, 2.37676500063"
20766400,88660702,Rotatif,CB,7.2,2.0,2014-11-11 20:31:24,2014-12-11 12:00:00,50 terre-plein AVENUE DE SAXE,15,MIX,15G,2.4,"48.8478129996, 2.31059699968"
21265840,6791102,Rotatif,CB,2.4,2.0,2014-03-11 12:58:21,2014-03-11 14:58:21,76 RUE BARRAULT,13,MIX,13F,2.4,"48.8242220001, 2.34658499967"
9362023,99520501,Résident,Paris Carte,3.25,50.0,2014-07-04 10:44:02,2014-11-04 20:00:00,67 RUE DE WATTIGNIES,12,MIX,12L,2.4,"48.8352890002, 2.39857100009"
12942187,24960203,Rotatif,CB,1.8,0.75,2014-02-21 13:42:00,2014-02-21 14:27:00,20 vis-à-vis RUE CUSTINE,18,MIX,18G,2.4,"48.8885759999, 2.34705400011"
12109720,44520301,Rotatif,Paris Carte,0.6,0.5,2014-07-03 11:40:53,2014-07-03 12:10:53,53 RUE DES HAIES,20,MIX,20G,2.4,"48.853817, 2.40228200006"
10825586,69120104,Résident,CB,0.65,10.0,2014-10-03 23:20:19,2014-11-03 20:00:00,6 RUE DE L ORATOIRE,1,MIX,1E,4.0,"48.8616410004, 2.34037499999"
16781023,98880302,Rotatif,Paris Carte,0.3,0.25,2014-01-24 08:49:19,2014-01-24 10:15:00,32 RUE VITRUVE,20,MIX,20G,2.4,"48.8572499996, 2.40339599949"
24256890,58140901,Résident,CB,0.65,10.0,2014-09-29 18:17:23,2014-09-30 18:17:23,81 RUE DE LOURMEL,15,MIX,15P,2.4,"48.8448769998, 2.28746299992"
12799098,55550104,Rotatif,CB,1.8,1.5,2014-06-03 13:48:24,2014-06-03 15:18:24,28 AVENUE LEON GAUMONT,20,MIX,20J,2.4,"48.8507439997, 2.41602600019"
7417203,72583404,Résident,CB,3.25,50.0,2014-05-25 21:08:33,2014-02-06 20:00:00,188 BOULEVARD PEREIRE,17,MIX,17G,2.4,"48.881475, 2.29030699964"
11608056,72581601,Rotatif,CB,2.4,1.0,2014-05-15 11:45:43,2014-05-15 12:45:43,201 BOULEVARD PEREIRE,17,ROT,17H,2.4,"48.8813049999, 2.29092000011"
22744108,79890105,Rotatif,CB,7.2,2.0,2014-10-20 10:50:23,2014-10-20 13:00:00,0 BOULEVARD DE BERCY,12,MIX,12J,2.4,"48.83935288, 2.38587963035"
6981251,69980104,Rotatif,CB,2.7,0.75,2014-02-05 13:29:13,2014-02-05 14:14:13,14 RUE DE LA PAIX,2,ROT,2E,4.0,"48.8692369998, 2.3313509996"
18946324,37910102,Résident,Paris Carte,2.6,40.0,2014-11-24 09:52:47,2014-11-28 20:00:00,8 RUE FRANCOEUR,18,MIX,18N,2.4,"48.8901060004, 2.34245599983"
8269166,20151201,Rotatif,Paris Carte,1.2,1.0,2014-04-29 17:15:23,2014-04-29 18:15:23,165 AVENUE DE CHOISY,13,MIX,13L,2.4,"48.8284010004, 2.35801500047"
1433405,66820102,Rotatif,CB,0.9,0.75,2014-09-18 11:35:01,2014-09-18 12:20:01,4 RUE NARCISSE DIAZ,16,MIX,16V,2.4,"48.8463989997, 2.27177000008"
9560366,40510202,Rotatif,Paris Carte,7.2,2.0,2014-07-04 14:29:41,2014-07-04 16:29:41,4 RUE DU GENERAL LAMBERT,7,MIX,7E,4.0,"48.8557580004, 2.29418899995"
13494968,63810404,Rotatif,Paris Carte,1.2,1.0,2014-01-28 16:00:29,2014-01-28 17:00:29,31 vis-à-vis RUE MIRABEAU,16,MIX,16V,2.4,"48.8461580004, 2.26934099966"
8429428,840102,Rotatif,Paris Carte,4.8,2.0,2014-08-04 13:03:33,2014-08-04 15:03:33,2 PLACE ADRIEN OUDIN,9,ROT,9G,4.0,"48.8728890003, 2.33551999952"
19285198,77550602,Rotatif,Paris Carte,1.2,1.0,2014-12-23 17:30:35,2014-12-23 18:30:35,66 RUE DU POTEAU,18,ROT,18S,2.4,"48.8953819998, 2.34010199966"
18533325,5410507,Rotatif,CB,4.2,1.75,2014-10-12 14:08:12,2014-10-12 15:53:12,41 terre-plein BOULEVARD AUGUSTE BLANQUI,13,ROT,13G,2.4,"48.8297399998, 2.35055900002"
3597220,91550601,Rotatif,CB,4.8,2.0,2014-05-30 19:23:21,2014-02-06 10:23:21,63 RUE TAITBOUT,9,MIX,9G,4.0,"48.8759579997, 2.33527400028"
6615732,20150803,Rotatif,CB,2.4,2.0,2014-09-05 15:34:25,2014-09-05 17:34:25,95 AVENUE DE CHOISY,13,ROT,13M,2.4,"48.8245600004, 2.3609549998"
11872879,14230102,Résident,Paris Carte,0.65,10.0,2014-05-03 03:17:58,2014-05-03 21:00:00,8 bis RUE CAILLAUX,13,MIX,13M,2.4,"48.822789, 2.36136399999"
2128685,37050501,Rotatif,Paris Carte,0.9,0.75,2014-07-30 12:34:43,2014-07-30 13:19:43,69 RUE FONDARY,15,MIX,15L,2.4,"48.8468279998, 2.29663399962"
7945658,74010302,Rotatif,CB,3.6,1.5,2014-03-27 15:43:09,2014-03-27 17:13:09,18 vis-à-vis BOULEVARD DE PICPUS,12,MIX,12P,2.4,"48.8403840004, 2.40067499948"
17825293,55380103,Rotatif,Paris Carte,3.0,1.25,2014-02-20 11:36:50,2014-02-20 12:51:50,11 RUE LEON COGNIET,17,MIX,17J,2.4,"48.8812979999, 2.30252400043"
9230314,12770601,Rotatif,CB,4.8,2.0,2014-06-24 15:05:44,2014-06-24 17:05:44,77 AVENUE DE BRETEUIL,15,MIX,15G,2.4,"48.846173, 2.31194200007"
20675477,17230201,Rotatif,Paris Carte,1.5,1.25,2014-10-24 14:18:43,2014-10-24 15:33:00,15 RUE CHAMPIONNET,18,MIX,18M,2.4,"48.8952140003, 2.35149799978"
23550612,83391904,Rotatif,CB,1.8,0.75,2014-06-10 14:46:02,2014-06-10 15:31:02,153 vis-à-vis RUE DE ROME,17,MIX,17R,2.4,"48.8866969996, 2.31571299955"
11902715,13230102,Rotatif,Paris Carte,1.5,1.25,2014-11-03 15:57:20,2014-11-03 17:12:20,4 RUE BROUSSAIS,14,MIX,14H,2.4,"48.8304940001, 2.33660399936"
13323388,57760103,Rotatif,Paris Carte,3.0,1.25,2014-12-02 13:53:28,2014-12-02 15:08:28,21 RUE LOUIS DAVID,16,MIX,16K,2.4,"48.8611689996, 2.28045999988"
10695171,7130301,Rotatif,Paris Carte,4.8,2.0,2014-03-17 11:02:48,2014-03-17 13:02:48,24 vis-à-vis BOULEVARD DE LA BASTILLE,12,MIX,12E,2.4,"48.8491199998, 2.36799899982"
11918049,98600202,Rotatif,CB,4.8,2.0,2014-04-03 11:17:46,2014-04-03 13:17:46,34 RUE VINEUSE,16,MIX,16K,2.4,"48.8609380001, 2.28569899945"
14719379,94230402,Rotatif,CB,4.8,2.0,2014-03-02 05:54:24,2014-03-02 12:00:00,24 bis RUE TRAVERSIERE,12,MIX,12E,2.4,"48.8471209996, 2.37275299992"
2177662,42220206,Rotatif,CB,1.5,0.42,2014-07-31 18:21:46,2014-07-31 19:51:46,36 RUE GODOT DE MAUROY,9,MIX,9G,4.0,"48.8726129998, 2.32762599994"
11866964,87370101,Résident,Paris Carte,0.65,10.0,2014-03-17 09:50:50,2014-03-17 20:00:00,19 RUE DE SAINT QUENTIN,10,MIX,10G,4.0,"48.8781249996, 2.35540400043"
12491725,47260302,Rotatif,CB,7.2,2.0,2014-01-23 16:41:12,2014-01-23 18:41:12,10 BOULEVARD DES INVALIDES,7,MIX,7M,4.0,"48.8533950001, 2.31445600015"
5829790,36591207,Rotatif,CB,1.8,1.5,2014-10-04 14:16:06,2014-10-04 15:46:06,131 terre-plein AVENUE DE FLANDRE,19,ROT,19E,2.4,"48.8918529998, 2.37824899985"
511841,62672002,Rotatif,Paris Carte,1.8,0.75,2014-10-09 13:16:02,2014-10-09 14:01:02,134 terre-plein BOULEVARD DE MENILMONTANT,20,MIX,20F,2.4,"48.8661840003, 2.3837700005"
4872823,20150802,Rotatif,Paris Carte,1.8,1.5,2014-05-30 16:01:51,2014-05-30 17:31:51,78 AVENUE DE CHOISY,13,ROT,13M,2.4,"48.8242570001, 2.36159899961"
19551589,56860501,Rotatif,CB,7.2,2.0,2014-04-12 10:56:14,2014-04-12 13:00:00,71 RUE DE LILLE,7,MIX,7L,4.0,"48.8598800003, 2.32510000001"
20026348,72980306,Rotatif,CB,1.2,1.0,2014-11-18 14:45:43,2014-11-18 15:45:43,22 vis-à-vis BOULEVARD PERSHING,17,MIX,17F,2.4,"48.8797810003, 2.28250099991"
5791110,66390902,Rotatif,CB,2.4,2.0,2014-02-06 13:33:10,2014-02-06 15:33:10,122 BOULEVARD MURAT,16,MIX,16Z,2.4,"48.8373589997, 2.25814099986"
2678649,55400101,Rotatif,CB,4.8,2.0,2014-08-09 17:00:40,2014-08-09 19:00:40,5 RUE LEON COSNARD,17,MIX,17K,2.4,"48.883767, 2.31243900018"
20415097,15080202,Rotatif,CB,2.4,2.0,2014-11-18 18:09:53,2014-11-19 10:09:53,12 RUE DU CAPITAINE MENARD,15,MIX,15N,2.4,"48.8451669997, 2.28024600036"
16531103,98530403,Rotatif,Paris Carte,4.8,2.0,2014-01-14 16:15:47,2014-01-14 18:15:47,65 vis-à-vis BOULEVARD VINCENT AURIOL,13,MIX,13R,2.4,"48.834984, 2.36846399938"
18963189,23870701,Rotatif,CB,4.8,2.0,2014-05-12 18:52:36,2014-05-12 20:52:36,35 RUE DE COURCELLES,8,ROT,8G,4.0,"48.8753359999, 2.30874400049"
22267604,98640101,Rotatif,CB,6.3,1.75,2014-10-24 12:29:25,2014-10-24 14:14:00,3 RUE DU VINGT NEUF JUILLET,1,MIX,1E,4.0,"48.86469346, 2.33028365012"
8442790,22230104,Résident,CB,3.25,50.0,2014-10-07 11:15:21,2014-07-18 11:15:21,18 RUE DE LA COMETE,7,MIX,7J,4.0,"48.8586889998, 2.309015"
683974,83720302,Rotatif,CB,3.6,1.5,2014-04-09 19:35:47,2014-05-09 11:05:47,10 RUE ROSSINI,9,ROT,9G,4.0,"48.8731920001, 2.33909899979"
8201418,71490801,Rotatif,Paris Carte,0.3,0.25,2014-05-21 10:46:56,2014-05-21 11:15:00,73 AVENUE PAUL DOUMER,16,MIX,16N,2.4,"48.8594679996, 2.27826699977"
10066787,44340102,Rotatif,CB,7.2,2.0,2014-06-26 14:56:42,2014-06-26 16:56:42,12 RUE GUY DE LA BROSSE,5,MIX,5G,4.0,"48.8451299998, 2.35527400062"
13131343,54220405,Rotatif,Paris Carte,2.4,2.0,2014-02-28 10:49:07,2014-02-28 12:49:07,37 RUE LEBLANC,15,MIX,15N,2.4,"48.8394920004, 2.27532899958"
23861733,98040204,Rotatif,CB,7.2,2.0,2014-09-22 09:45:23,2014-09-22 13:00:00,16 RUE VIGNON,9,MIX,9G,4.0,"48.8708410002, 2.32624499943"
14777927,20151004,Rotatif,CB,2.4,2.0,2014-02-15 14:37:37,2014-02-15 16:37:37,130 AVENUE DE CHOISY,13,ROT,13L,2.4,"48.8271150001, 2.35930500036"
8075589,72670202,Résident,Paris Carte,0.65,10.0,2014-05-13 21:33:41,2014-05-14 21:00:00,10 RUE PERIGNON,7,MIX,7K,4.0,"48.8477839996, 2.30946899938"
18844353,58480102,Rotatif,Paris Carte,2.4,2.0,2014-01-12 11:07:46,2014-01-12 13:07:46,8 RUE DU LUNAIN,14,MIX,14J,2.4,"48.8271799999, 2.32918399989"
15738985,93620401,Rotatif,Paris Carte,0.9,0.38,2014-02-21 12:13:10,2014-02-21 13:28:10,35 RUE DE LA TOUR,16,ROT,16N,2.4,"48.8598930002, 2.28164099961"
12784521,11610301,Résident,Paris Carte,3.25,50.0,2014-01-24 08:45:45,2014-01-30 20:00:00,23 RUE BOULAY,17,MIX,17T,2.4,"48.893948, 2.31746100017"
8129980,28090201,Rotatif,CB,0.9,0.75,2014-05-15 19:09:30,2014-05-15 19:54:30,9 BOULEVARD DE DIXMUDE,17,MIX,17F,2.4,"48.883112, 2.28501000002"
5774026,99070503,Rotatif,CB,1.2,0.5,2014-07-17 12:34:54,2014-07-17 13:04:54,41 BOULEVARD VOLTAIRE,11,ROT,11G,4.0,"48.8641379997, 2.36972000047"
3178293,67730501,Rotatif,CB,4.2,1.75,2014-11-07 17:38:06,2014-11-07 19:23:06,73 bis AVENUE NIEL,17,MIX,17H,2.4,"48.8823369997, 2.29586500007"
868333,60360202,Rotatif,Paris Carte,0.9,0.75,2014-07-24 13:31:35,2014-07-24 14:16:35,16 RUE MARC SEGUIN,18,MIX,18J,2.4,"48.8920320003, 2.36302399949"
2671592,54671102,Rotatif,Paris Carte,4.8,2.0,2014-04-09 16:25:21,2014-04-09 18:25:21,156 AVENUE LEDRU ROLLIN,11,MIX,11K,4.0,"48.8559230002, 2.37895800039"
50291,75871602,Rotatif,Paris Carte,1.8,0.75,2014-03-09 16:56:09,2014-03-09 17:41:09,180 RUE DE LA POMPE,16,MIX,16F,2.4,"48.8714880003, 2.28379900061"
7462032,27450801,Rotatif,Paris Carte,1.2,1.0,2014-12-05 18:33:16,2014-12-05 19:33:16,49 RUE DESNOUETTES,15,MIX,15X,2.4,"48.8358829997, 2.28777999999"
14854488,42710504,Rotatif,Paris Carte,4.8,2.0,2014-01-25 18:13:16,2014-01-27 10:13:16,28 AVENUE DE LA GRANDE ARMEE,17,ROT,17E,2.4,"48.8755060003, 2.29015799934"
7370137,56650201,Rotatif,CB,4.8,2.0,2014-07-07 10:52:15,2014-07-07 13:00:00,29 RUE DE LIEGE,8,MIX,8L,4.0,"48.8794169999, 2.32604199957"
16579576,2790501,Rotatif,Paris Carte,2.4,1.0,2014-02-01 10:25:09,2014-02-01 11:25:09,53 BOULEVARD DE L AMIRAL BRUIX,16,MIX,16E,2.4,"48.8743709999, 2.27818099985"
10547574,83391101,Rotatif,Paris Carte,4.8,2.0,2014-03-04 15:18:23,2014-03-04 17:18:23,73 RUE DE ROME,8,MIX,8L,4.0,"48.8813579998, 2.32074799968"
3374385,89090202,Rotatif,CB,6.3,1.75,2014-06-25 17:10:16,2014-06-25 18:55:16,2 terre-plein contre-allée AVENUE DE SEGUR,7,MIX,7J,4.0,"48.853029, 2.31107199991"
1527761,88090201,Rotatif,Paris Carte,1.2,0.5,2014-09-15 17:54:52,2014-09-15 18:24:52,31 RUE DE LA SANTE,13,MIX,13H,2.4,"48.8358149997, 2.34180599958"
4395035,59512202,Rotatif,CB,1.2,0.5,2014-06-24 14:23:12,2014-06-24 14:53:12,156 BOULEVARD MALESHERBES,17,MIX,17L,2.4,"48.8862119997, 2.30620200037"
19585670,55030802,Résident,Paris Carte,3.25,50.0,2014-12-16 15:29:46,2014-12-23 15:29:46,84 RUE LEMERCIER,17,MIX,17R,2.4,"48.8887390003, 2.3201020004"
12769950,33240501,Rotatif,CB,1.5,1.25,2014-03-03 13:05:32,2014-03-03 14:20:32,53 RUE DE L ERMITAGE,20,MIX,20M,2.4,"48.8719019996, 2.39258199944"
7164205,39130101,Rotatif,CB,0.6,0.5,2014-04-22 16:54:05,2014-04-22 17:24:05,7 VILLA GAGLIARDINI,20,MIX,20N,2.4,"48.8756790003, 2.40369099935"
15891227,65160201,Résident,Paris Carte,3.25,50.0,2014-11-01 11:56:12,2014-01-17 20:00:00,49 BOULEVARD DE MONTMORENCY,16,MIX,16W,2.4,"48.8522399997, 2.26248200015"
5691570,66391201,Rotatif,Paris Carte,0.3,0.25,2014-06-17 09:28:45,2014-06-17 11:15:00,133 BOULEVARD MURAT,16,MIX,16Z,2.4,"48.8371070004, 2.26071399972"
15374189,42220204,Résident,Paris Carte,3.25,50.0,2014-02-21 09:35:51,2014-02-27 20:00:00,18 RUE GODOT DE MAUROY,9,MIX,9G,4.0,"48.8716650002, 2.327255"
20034838,74610103,Rotatif,Paris Carte,0.3,0.25,2014-01-23 09:51:19,2014-01-23 10:15:00,5 RUE PIERRE LOUYS,16,MIX,16T,2.4,"48.8503589998, 2.27558100057"
9438887,61720603,Rotatif,CB,2.4,2.0,2014-03-25 15:09:16,2014-03-25 17:09:16,51 AVENUE MATHURIN MOREAU,19,MIX,19J,2.4,"48.878782, 2.3769069996"
14326269,37450102,Résident,Paris Carte,0.65,10.0,2014-04-02 12:24:23,2014-05-02 12:24:23,12 RUE FORTUNY,17,MIX,17J,2.4,"48.8820459999, 2.30632700003"
22699522,93160101,Résident,Paris Carte,0.65,10.0,2014-10-30 17:30:06,2014-10-31 17:30:00,7 RUE TIPHAINE,15,MIX,15L,2.4,"48.8492760003, 2.29514500056"
10047526,42090301,Rotatif,CB,2.7,0.75,2014-06-26 12:22:38,2014-06-26 13:07:38,9 AVENUE DES GOBELINS,5,ROT,5F,4.0,"48.8378879999, 2.35128399958"
5319120,81830301,Rotatif,CB,2.4,2.0,2014-06-26 11:26:44,2014-06-26 13:26:44,31 RUE DU RHIN,19,MIX,19H,2.4,"48.8832099999, 2.38224799991"
6798545,86820901,Résident,Paris Carte,0.3,4.62,2014-04-15 17:46:14,2014-04-16 17:46:14,79 AVENUE DE SAINT MANDE,12,MIX,12R,2.4,"48.8447300001, 2.40706199937"
8748237,17230302,Rotatif,Paris Carte,2.4,2.0,2014-05-15 11:45:13,2014-05-15 13:45:13,40 RUE CHAMPIONNET,18,MIX,18M,2.4,"48.8956389999, 2.34852100041"
1589778,91200102,Rotatif,CB,1.2,1.0,2014-09-17 16:23:46,2014-09-17 17:23:46,8 RUE DES SUISSES,14,MIX,14K,2.4,"48.8311090001, 2.31471500032"
21737108,92140102,Rotatif,Paris Carte,0.3,0.25,2014-10-27 06:35:38,2014-10-27 10:15:00,18 RUE DES TERRES AU CURE,13,MIX,13S,2.4,"48.8242809997, 2.37221299982"
19964926,16920102,Rotatif,Paris Carte,0.6,0.25,2014-11-24 08:46:29,2014-11-24 10:15:00,6 RUE CHALIGNY,12,MIX,12G,2.4,"48.8454249996, 2.38360199935"
6459799,82640101,Rotatif,Paris Carte,2.4,2.0,2014-03-04 13:25:17,2014-03-04 15:25:17,7 RUE ROBERT LINDET,15,MIX,15T,2.4,"48.8336079998, 2.29580200034"
13706797,54150201,Rotatif,Paris Carte,4.0,1.11,2014-04-29 14:47:28,2014-04-29 15:54:08,23 RUE LAVOISIER,8,MIX,8H,4.0,"48.873776, 2.31996400006"
1372173,59030203,Résident,CB,3.25,50.0,2014-09-16 19:40:05,2014-09-23 19:40:05,9 RUE MAGELLAN,8,MIX,8F,4.0,"48.8703579996, 2.29980300023"
16059941,48970102,Rotatif,Paris Carte,7.2,2.0,2014-01-17 10:39:17,2014-01-17 12:39:17,8 RUE JEAN GOUJON,8,MIX,8E,4.0,"48.8666349997, 2.30921499966"
6959640,70650102,Résident,Paris Carte,0.65,10.0,2014-05-16 09:07:40,2014-05-16 21:00:00,6 RUE DE PARME,9,MIX,9E,4.0,"48.8813160001, 2.32803199981"
2572707,70380101,Rotatif,CB,3.0,1.25,2014-07-30 10:04:04,2014-07-30 12:15:00,7 RUE PAPILLON,9,MIX,9G,4.0,"48.8761420001, 2.34729999991"
13319359,35140302,Rotatif,Paris Carte,0.6,0.25,2014-11-02 15:25:23,2014-11-02 15:40:23,44 RUE DU FAUBOURG SAINT ANTOINE,12,ROT,12E,2.4,"48.8521560003, 2.37249400033"
1236188,40770203,Résident,CB,3.25,50.0,2014-09-17 17:49:36,2014-09-24 17:49:36,11 RUE DU GENERAL NIOX,16,MIX,16Z,2.4,"48.8367553798, 2.26244714938"
3381380,64320304,Rotatif,Paris Carte,2.1,0.58,2014-04-22 20:01:37,2014-04-23 11:01:37,21 vis-à-vis RUE MONGE,5,MIX,5J,4.0,"48.8474810004, 2.35082900033"
10314742,82860202,Rotatif,Paris Carte,1.8,0.75,2014-07-07 15:55:30,2014-07-07 16:40:30,12 RUE ROCHEBRUNE,11,MIX,11F,4.0,"48.8610329998, 2.37943399941"
851111,23001401,Rotatif,CB,2.4,2.0,2014-08-21 14:09:12,2014-08-21 16:09:12,137 RUE DE LA CONVENTION,15,ROT,15P,2.4,"48.8398720003, 2.29084799953"
13984819,7090102,Rotatif,Paris Carte,0.3,0.25,2014-01-23 08:36:53,2014-01-23 10:15:00,6 RUE BASTE,19,MIX,19H,2.4,"48.8812460003, 2.37426400062"
16087952,57870206,Rotatif,Paris Carte,0.6,0.5,2014-01-17 17:03:56,2014-01-17 17:33:56,47 vis-à-vis RUE LOUISE WEISS,13,MIX,13P,2.4,"48.8342849997, 2.3698879994"
11783855,21570501,Rotatif,Paris Carte,2.4,2.0,2014-11-03 11:00:10,2014-11-03 13:00:10,55 RUE DES CLOYS,18,ROT,18N,2.4,"48.893162, 2.33742800046"
8562173,39190101,Rotatif,Paris Carte,0.6,0.25,2014-03-15 11:11:56,2014-03-15 11:26:56,3 RUE DE LA GAITE,14,ROT,14N,2.4,"48.8408170004, 2.32457400029"
20128578,14710101,Rotatif,CB,1.2,0.5,2014-11-18 16:37:19,2014-11-18 17:07:19,3 RUE CAMPAGNE PREMIERE,14,MIX,14P,2.4,"48.8403040001, 2.33339400008"
10701829,64190702,Rotatif,CB,4.8,2.0,2014-03-25 13:29:16,2014-03-25 15:29:16,70 RUE DE MONCEAU,8,MIX,8K,4.0,"48.8796880004, 2.31501499954"
16962064,84360801,Résident,Paris Carte,0.65,10.0,2014-03-01 09:58:32,2014-03-01 20:00:00,91 RUE DU RUISSEAU,18,MIX,18S,2.4,"48.8968149997, 2.34193899943"
15863950,67300201,Rotatif,CB,4.8,2.0,2014-01-31 14:49:34,2014-01-31 16:49:34,7 bis RUE NEUVE POPINCOURT,11,MIX,11H,4.0,"48.8643699999, 2.3742290002"
